State,Year,TimeInterval,name,Unit,Measure,Value
MT,2009,Annual,Montana,Rate per 100 Population,Opioid Prescription,85.8
MT,2010,Annual,Montana,Rate per 100 Population,Opioid Prescription,87.2
MT,2011,Annual,Montana,Rate per 100 Population,Opioid Prescription,85.3
MT,2012,Annual,Montana,Rate per 100 Population,Opioid Prescription,87.7
MT,2013,Annual,Montana,Rate per 100 Population,Opioid Prescription,84.2
MT,2014,Annual,Montana,Rate per 100 Population,Opioid Prescription,80.1
MT,2015,Annual,Montana,Rate per 100 Population,Opioid Prescription,73.3
MT,2016,Annual,Montana,Rate per 100 Population,Opioid Prescription,69.8
MT,2017,Annual,Montana,Rate per 100 Population,Opioid Prescription,61.1
MT,2018,Annual,Montana,Rate per 100 Population,Opioid Prescription,54
NC,2005,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,
NC,2006,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,85.2
NC,2007,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,87.5
NC,2008,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,88.6
NC,2009,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,89.3
NC,2010,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,93.1
NC,2011,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,93.5
NC,2012,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,98.6
NC,2013,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,96.7
NC,2014,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,93.7
NC,2015,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,88.4
NC,2016,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,82.5
NC,2017,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,72
NC,2018,Annual,North Carolina,Rate per 100 Population,Opioid Prescription,61.5
ND,2005,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,
ND,2006,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,56
ND,2007,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,59.3
ND,2008,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,61.7
ND,2009,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,60.3
ND,2010,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,63
ND,2011,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,61.3
ND,2012,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,62.1
ND,2013,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,60.1
ND,2014,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,58.1
ND,2015,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,53
ND,2016,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,47.8
ND,2017,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,41.5
ND,2018,Annual,North Dakota,Rate per 100 Population,Opioid Prescription,37.4
NE,2005,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,
NE,2006,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,64.3
NE,2007,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,65.1
NE,2008,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,66.2
NE,2009,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,66.4
NE,2010,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,69
NE,2011,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,68.8
NE,2012,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,73.2
NE,2013,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,71.3
NE,2014,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,70.1
NE,2015,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,65.5
NE,2016,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,62.8
NE,2017,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,56.6
NE,2018,Annual,Nebraska,Rate per 100 Population,Opioid Prescription,50.6
NH,2005,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,
NH,2006,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,75
NH,2007,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,78.5
NH,2008,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,81.7
NH,2009,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,81.5
NH,2010,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,81.6
NH,2011,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,80.9
NH,2012,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,83.7
NH,2013,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,82
NH,2014,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,79.6
NH,2015,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,74.8
NH,2016,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,64.3
NH,2017,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,52.8
NH,2018,Annual,New Hampshire,Rate per 100 Population,Opioid Prescription,46.1
NJ,2005,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,
NJ,2006,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,54.7
NJ,2007,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,57.2
NJ,2008,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,59.5
NJ,2009,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,59.9
NJ,2010,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,61
NJ,2011,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,61.5
NJ,2012,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,60.1
NJ,2013,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,58.3
NJ,2014,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,57.2
NJ,2015,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,56
NJ,2016,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,52.6
NJ,2017,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,44.2
NJ,2018,Annual,New Jersey,Rate per 100 Population,Opioid Prescription,38.9
NM,2005,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,
NM,2006,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,61.8
NM,2007,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,69
NM,2008,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,71.4
NM,2009,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,75.3
NM,2010,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,81.9
NM,2011,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,81.6
NM,2012,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,76.8
NM,2013,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,71.4
NM,2014,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,71.5
NM,2015,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,69.8
NM,2016,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,65.1
NM,2017,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,56.4
NM,2018,Annual,New Mexico,Rate per 100 Population,Opioid Prescription,49.4
NV,2005,Annual,Nevada,Rate per 100 Population,Opioid Prescription,
NV,2006,Annual,Nevada,Rate per 100 Population,Opioid Prescription,87.7
NV,2007,Annual,Nevada,Rate per 100 Population,Opioid Prescription,90.2
NV,2008,Annual,Nevada,Rate per 100 Population,Opioid Prescription,97
NV,2009,Annual,Nevada,Rate per 100 Population,Opioid Prescription,94
NV,2010,Annual,Nevada,Rate per 100 Population,Opioid Prescription,97.3
NV,2011,Annual,Nevada,Rate per 100 Population,Opioid Prescription,100.3
NV,2012,Annual,Nevada,Rate per 100 Population,Opioid Prescription,98.9
NV,2013,Annual,Nevada,Rate per 100 Population,Opioid Prescription,91.1
NV,2014,Annual,Nevada,Rate per 100 Population,Opioid Prescription,90.1
NV,2015,Annual,Nevada,Rate per 100 Population,Opioid Prescription,85.4
NV,2016,Annual,Nevada,Rate per 100 Population,Opioid Prescription,80.7
NV,2017,Annual,Nevada,Rate per 100 Population,Opioid Prescription,73
NV,2018,Annual,Nevada,Rate per 100 Population,Opioid Prescription,55.5
NY,2005,Annual,New York,Rate per 100 Population,Opioid Prescription,
NY,2006,Annual,New York,Rate per 100 Population,Opioid Prescription,44.2
NY,2007,Annual,New York,Rate per 100 Population,Opioid Prescription,46.1
NY,2008,Annual,New York,Rate per 100 Population,Opioid Prescription,48.4
NY,2009,Annual,New York,Rate per 100 Population,Opioid Prescription,49.5
NY,2010,Annual,New York,Rate per 100 Population,Opioid Prescription,51
NY,2011,Annual,New York,Rate per 100 Population,Opioid Prescription,51.1
NY,2012,Annual,New York,Rate per 100 Population,Opioid Prescription,51.8
NY,2013,Annual,New York,Rate per 100 Population,Opioid Prescription,46.7
NY,2014,Annual,New York,Rate per 100 Population,Opioid Prescription,43.9
NY,2015,Annual,New York,Rate per 100 Population,Opioid Prescription,45.1
NY,2016,Annual,New York,Rate per 100 Population,Opioid Prescription,42.7
NY,2017,Annual,New York,Rate per 100 Population,Opioid Prescription,37.8
NY,2018,Annual,New York,Rate per 100 Population,Opioid Prescription,34
OH,2005,Annual,Ohio,Rate per 100 Population,Opioid Prescription,
OH,2006,Annual,Ohio,Rate per 100 Population,Opioid Prescription,87.7
OH,2007,Annual,Ohio,Rate per 100 Population,Opioid Prescription,92.7
OH,2008,Annual,Ohio,Rate per 100 Population,Opioid Prescription,97.5
OH,2009,Annual,Ohio,Rate per 100 Population,Opioid Prescription,100.4
OH,2010,Annual,Ohio,Rate per 100 Population,Opioid Prescription,102.4
OH,2011,Annual,Ohio,Rate per 100 Population,Opioid Prescription,101.5
OH,2012,Annual,Ohio,Rate per 100 Population,Opioid Prescription,97.5
OH,2013,Annual,Ohio,Rate per 100 Population,Opioid Prescription,93.1
OH,2014,Annual,Ohio,Rate per 100 Population,Opioid Prescription,89.5
OH,2015,Annual,Ohio,Rate per 100 Population,Opioid Prescription,82.7
OH,2016,Annual,Ohio,Rate per 100 Population,Opioid Prescription,75.3
OH,2017,Annual,Ohio,Rate per 100 Population,Opioid Prescription,63.5
OH,2018,Annual,Ohio,Rate per 100 Population,Opioid Prescription,53.5
OK,2005,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,
OK,2006,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,108.7
OK,2007,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,114.4
OK,2008,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,111.3
OK,2009,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,115
OK,2010,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,119.6
OK,2011,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,122.3
OK,2012,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,127.4
OK,2013,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,123.3
OK,2014,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,110.9
OK,2015,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,104.4
OK,2016,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,97.9
OK,2017,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,88.1
OK,2018,Annual,Oklahoma,Rate per 100 Population,Opioid Prescription,79.1
OR,2005,Annual,Oregon,Rate per 100 Population,Opioid Prescription,
OR,2006,Annual,Oregon,Rate per 100 Population,Opioid Prescription,91
OR,2007,Annual,Oregon,Rate per 100 Population,Opioid Prescription,95.5
OR,2008,Annual,Oregon,Rate per 100 Population,Opioid Prescription,99.1
OR,2009,Annual,Oregon,Rate per 100 Population,Opioid Prescription,99.3
OR,2010,Annual,Oregon,Rate per 100 Population,Opioid Prescription,101.2
OR,2011,Annual,Oregon,Rate per 100 Population,Opioid Prescription,100.7
OR,2012,Annual,Oregon,Rate per 100 Population,Opioid Prescription,98.7
OR,2013,Annual,Oregon,Rate per 100 Population,Opioid Prescription,94.2
OR,2014,Annual,Oregon,Rate per 100 Population,Opioid Prescription,91.9
OR,2015,Annual,Oregon,Rate per 100 Population,Opioid Prescription,84.2
OR,2016,Annual,Oregon,Rate per 100 Population,Opioid Prescription,76.3
OR,2017,Annual,Oregon,Rate per 100 Population,Opioid Prescription,66.1
OR,2018,Annual,Oregon,Rate per 100 Population,Opioid Prescription,57.3
PA,2005,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,
PA,2006,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,69.5
PA,2007,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,73.7
PA,2008,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,76.5
PA,2009,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,78.1
PA,2010,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,81
PA,2011,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,81.7
PA,2012,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,83.3
PA,2013,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,81.6
PA,2014,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,79.9
PA,2015,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,75.5
PA,2016,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,69.5
PA,2017,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,57.7
PA,2018,Annual,Pennsylvania,Rate per 100 Population,Opioid Prescription,49.9
RI,2005,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,
RI,2006,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,78.7
RI,2007,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,82.2
RI,2008,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,82.9
RI,2009,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,82.5
RI,2010,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,82.7
RI,2011,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,82.5
RI,2012,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,83.2
RI,2013,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,76.9
RI,2014,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,72.8
RI,2015,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,65.7
RI,2016,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,60.3
RI,2017,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,51.2
RI,2018,Annual,Rhode Island,Rate per 100 Population,Opioid Prescription,43
SC,2005,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,
SC,2006,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,90.4
SC,2007,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,91.7
SC,2008,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,94.1
SC,2009,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,95.8
SC,2010,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,98.6
SC,2011,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,96.8
SC,2012,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,104
SC,2013,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,103
SC,2014,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,101.3
SC,2015,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,95.1
SC,2016,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,89.4
SC,2017,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,79.3
SC,2018,Annual,South Carolina,Rate per 100 Population,Opioid Prescription,69.2
SD,2005,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,
SD,2006,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,50
SD,2007,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,49.9
SD,2008,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,52.1
SD,2009,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,52.3
SD,2010,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,54
SD,2011,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,55.1
SD,2012,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,60.1
SD,2013,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,60.6
SD,2014,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,61.7
SD,2015,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,59.1
SD,2016,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,54.8
SD,2017,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,49
SD,2018,Annual,South Dakota,Rate per 100 Population,Opioid Prescription,42.6
TN,2005,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,
TN,2006,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,124.8
TN,2007,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,128.8
TN,2008,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,132.9
TN,2009,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,138.4
TN,2010,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,140
TN,2011,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,138.5
TN,2012,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,136.1
TN,2013,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,127.1
TN,2014,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,121.3
TN,2015,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,114.9
TN,2016,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,107.5
TN,2017,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,94.4
TN,2018,Annual,Tennessee,Rate per 100 Population,Opioid Prescription,81.8
TX,2005,Annual,Texas,Rate per 100 Population,Opioid Prescription,
TX,2006,Annual,Texas,Rate per 100 Population,Opioid Prescription,66.8
TX,2007,Annual,Texas,Rate per 100 Population,Opioid Prescription,71.2
TX,2008,Annual,Texas,Rate per 100 Population,Opioid Prescription,71.3
TX,2009,Annual,Texas,Rate per 100 Population,Opioid Prescription,71.8
TX,2010,Annual,Texas,Rate per 100 Population,Opioid Prescription,73
TX,2011,Annual,Texas,Rate per 100 Population,Opioid Prescription,72
TX,2012,Annual,Texas,Rate per 100 Population,Opioid Prescription,73.4
TX,2013,Annual,Texas,Rate per 100 Population,Opioid Prescription,70
TX,2014,Annual,Texas,Rate per 100 Population,Opioid Prescription,67
TX,2015,Annual,Texas,Rate per 100 Population,Opioid Prescription,59.8
